title,summary,url,source_name,source_type,published_date,sector,region,organization,organization_id,instrument_vendor,instrument_model,signal_kind,product_family,credibility,relevance,buying_intent,doi,response_deadline,notice_status,first_seen_at,last_seen_at,collector_name
Migrating from Single Quad to Triple Quad ICP-MS - Labcompare,Migrating from Single Quad to Triple Quad ICP-MS Labcompare,https://news.google.com/rss/articles/CBMipwFBVV95cUxPTUl6ZWJzSlY0cVFjd0JTS0c3WU9EMHRNMGZ3bHUwbmRfcU1aVTRPaFFiRkI5N2FVZEFlb3ljYmpDQ1hFNnFtMGRBdUxWaW8yLUh2S0VSNktudXZJMllUa3JueTVsRGJaUnJVLTRwM0lKYnZ4UlV6U0gzQklRb3RxZUdYSUExemF0cWlHNXpsb0hQOW9FaXBsVzFTNzl6UnlYQ1JwbjBlUQ?oc=5,Google News public RSS,news,2026-09-18,General ICP-MS,Global,,,,,Research activity,General sample introduction,0.62,0.85,0.32,,,,2026-09-21T22:25:55+00:00,2026-09-24T21:57:09+00:00,Google News public RSS
Migrating from Single Quad to Triple Quad ICP-MS - labcompare.com,Migrating from Single Quad to Triple Quad ICP-MS labcompare.com,https://news.google.com/rss/articles/CBMipwFBVV95cUxPTUl6ZWJzSlY0cVFjd0JTS0c3WU9EMHRNMGZ3bHUwbmRfcU1aVTRPaFFiRkI5N2FVZEFlb3ljYmpDQ1hFNnFtMGRBdUxWaW8yLUh2S0VSNktudXZJMllUa3JueTVsRGJaUnJVLTRwM0lKYnZ4UlV6U0gzQklRb3RxZUdYSUExemF0cWlHNXpsb0hQOW9FaXBsVzFTNzl6UnlYQ1JwbjBlUQ?oc=5,Google News public RSS,news,2026-09-18,General ICP-MS,Global,,,,,Research activity,General sample introduction,0.62,0.85,0.32,,,,2026-09-22T21:46:47+00:00,2026-09-22T21:46:47+00:00,Google News public RSS
Roles Of Intermediate Filaments in Sensory and Motor Regeneration,"SUMMARY. Injuries to peripheral nerves frequently result in chronic pain, sensory loss, and muscle weakness. Even though regeneration does occur after peripheral injuries, its extent varies depending on the subset of sensory subtypes with best regeneration in motor and pain neurons and worst in proprioceptors. The differential ability of sensory subtypes to regenerate is not understood at a molecular and cellular level. Peripheral nerve injury leads to the expression of many Regeneration-Associated Genes (RAGs), likely necessary to mount a successful regenerative response. Data mining of sciatic nerve injury data bases revealed that different sensory subtypes upregulate different RAGs. Among them are some of the ten neuronally-expressed intermediate filaments (IFs). IF remodeling is thus a potential hallmark of nerve injury responses. The goal of this application is to test the hypothesis that the regeneration-associated (“RA”) IFs VIM and PRPH play roles in cell type-specific regenerative responses after sciatic nerve transection. IF proteins are mostly associated with forming elastic, deformable filaments that lend structural resilience. Neurofilaments (NF-L, NF-M, NF-H) are critical for maintaining axon diameter. There are several other neuronally-expressed IFs with poorly understood roles. Previously, we discovered that the IF nestin modulates signaling cascades. The IF VIM also plays signaling roles after sciatic nerve injuries: a soluble complex of VIM/importin/dynein transports pERK from the injury site retrogradely to the soma. In addition, several IFs are expressed in sensory subtype-specific ways, and two IFs (VIM and PRPH) are greatly upregulated after sciatic nerve injury. These findings form the premise that IFs are functionally important RAGs that underlie cell type-specific regenerative responses after sciatic nerve transection. We are embarking on a new research direction that is both conceptually and technically innovative and is aligned with NIH pr",https://reporter.nih.gov/project-details/1R21NS149657-01A1,NIH RePORTER,grant,2026-09-18,Battery & Critical Minerals,VA,UNIVERSITY OF VIRGINIA,,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Unlocking Natural Killer cell potential to combat breast cancer metastasis,"Project Summary/Abstract Metastatic disease is the leading cause of breast cancer-related deaths, with more than 42,000 patients predicted to die from breast cancer this year. This is particularly true for patients with an aggressive subtype of breast cancer known as Triple Negative Breast Cancer (TNBC), for which there are no targeted therapy options. Immunotherapies, which reengage the immune system to fight cancer cells, have shown limited and varied success in metastatic TNBC, and a deeper understanding of the anti-tumor immune response is essential to expand the scope of immunotherapy in this disease context. Though T cells have maintained a spotlight in immunotherapy, NK cells are the first responders to metastatic sites, and my data demonstrate a critical role for cytotoxic NK cells in controlling early metastatic outgrowth. However, tumor cells develop various mechanisms to evade NK cells, and a comprehensive understanding of NK-cancer cell crosstalk is lacking. To address this gap in knowledge, in my NCI-funded K00 postdoctoral work, I conducted a novel, in vivo CRISPR/Cas9 screen in NK cell-competent and -depleted models, and identified Phosphatidylinositol Transfer Protein Alpha (PITPα; gene name Pitpna) as a druggable target gene that promotes breast cancer metastasis in an NK cell-dependent manner. My preliminary data further show that Pitpna knockdown reduces early metastasis and promotes a shift in NK cell phenotype from regulatory to cytotoxic. This proposal will test the hypothesis that TNBC cells suppress cytotoxic NK cells through expression of PITPα, which can be targeted to restore NK cell responses and treat metastatic disease. I further hypothesize that gaining a more complete understanding of NK cell changes throughout the spectrum of tumor progression (from primary tumors to metastasis) will identify novel means to re-activate the anti-tumor effects of NK cells and treat metastatic disease. Given that PITPα is druggable and impacts NK cell p",https://reporter.nih.gov/project-details/1K99CA315574-01,NIH RePORTER,grant,2026-09-18,Pharma & Biopharma,CO,UNIVERSITY OF COLORADO DENVER,,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Sex-specific Mechanisms of Sympathetic Dysregulation in TMD and Comorbid Pain Disorders,"ABSTRACT Painful temporomandibular disorders (TMDs) are multifactorial health conditions associated with the temporomandibular joint (TMJ) and its muscles and nerves, and are considered one of a number of “chronic overlapping pain conditions” (COPCs) with a striking overrepresentation of females. These conditions arise from numerous etiological mechanisms triggered peripherally, centrally, or both, leading to sensitization involving inflammation, neuroimmune interactions, and nociplastic changes that maintain pain and dysfunction. A common mechanism that may underlie these processes at sites both systemic and local to the pain is dysregulation of the autonomic nervous system. Chronic stress results in over-activation of the hypothalamic-pituitary-adrenal (HPA) axis and the sympathetic nervous system (SNS), leading to a number of pathophysiological outcomes. The present study will test the hypothesis that distinct pathways of TMD etiology arise from disruptions in SNS homeostasis in a subset of people with painful TMD with or without multisite COPCs. In an observational cohort of TMD patients and demographically comparable TMD-free controls, we will determine the role of stress- triggered sympathetic activity in neuroplasticity, musculoskeletal coupling, and neuroinflammation. We will first assess the role of psychosocial stress in triggering the HPA-neuronal systems that lead sex-specifically to increased local nociception and pathological changes in TMJ musculoskeletal tissues. We will define sympathetic function/tone through proven approaches (heart rate variability, pupillometry, catecholamine and cortisol levels) and use machine learning and clustering analysis to identify a patient subgroup with SNS- mediated pathology (SNS-TMD group). In biofluids extracted from local (saliva) and systemic (blood) sites, we will characterize RNA and protein expression signatures of SNS-mediated TMD and determine sex-specific relationships between neuroimmune activation and loc",https://reporter.nih.gov/project-details/1U01DE037209-01,NIH RePORTER,grant,2026-09-15,General ICP-MS,CA,UNIVERSITY OF CALIFORNIA LOS ANGELES,,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Targeting C3 Activation in Aberrant Synaptic Pruning and Maladaptive Plasticity Following Pediatric TBI,"PROJECT SUMMARY / ABSTRACT Pediatric mild traumatic brain injury (mTBI) is a major public health concern, particularly when it occurs during early postnatal development—a period of rapid synaptic refinement that establishes long-term circuit organization and behavior. Repetitive mild TBI (rmTBI) during this window can result in lasting cognitive and behavioral abnormalities, yet the molecular and cellular mechanisms linking early injury to long-term outcomes remain poorly defined. Our preliminary work in a controlled mouse model of early postnatal rmTBI (postnatal day 14, PD14) shows that complement component 3 (C3) accumulates at microglia–neuron interfaces in the injured frontal cortex, coinciding with synaptic loss and persistent behavioral deficits. Pharmacological inhibition of C3 activation with CR2-Crry reduces pathological C3 deposition, preserves synaptic structure, and improves behavioral performance, suggesting that dysregulated C3 signaling drives maladaptive synaptic pruning and circuit dysfunction after pediatric brain injury. The central hypothesis of this proposal is that abnormal activation of C3 and its microglial receptor, complement receptor 3 (CR3), after early postnatal rmTBI triggers maladaptive microglial pruning of intact synapses, amplifies inflammation, and disrupts frontal cortical maturation, leading to persistent behavioral impairment. Aim 1 will define how abnormal C3 activation alters synaptic pruning and long- term behavioral outcomes, using CR2-Crry treatment combined with behavioral testing, electrophysiology, and high-resolution Imaging Mass Cytometry (IMC) and electron microscopy. Aim 2 will determine how microglial CR3 signaling mediates aberrant synaptic phagocytosis and inflammatory spread using an inducible microglia- specific CR3 knockout line. Aim 3 will distinguish resident versus infiltrating sources of C3 using C3-TdTomato reporter mice and blood–brain barrier assays to assess barrier dysfunction and peripheral C3 infilt",https://reporter.nih.gov/project-details/1R01NS147071-01A1,NIH RePORTER,grant,2026-09-15,Clinical & Life Science,SC,MEDICAL UNIVERSITY OF SOUTH CAROLINA,,,,Funding,Interface cones,0.88,0.85,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Causes and mitigation of U–Pb fractionation during LA-ICP-MS analyses of zircon using nanosecond excimer laser systems,"This work investigates the causes of ablation bias in U–Pb dating of zircon by laser ablation inductively coupled mass spectrometry (LA-ICP-MS) and possible methods for correction. Pb/U ablation bias occurs due to the relative volatility of Pb and changes with pulse count (pit depth). Measurements of NIST glass and zircon include significant ablation bias when scanned but since this is constant with time it is possible to determine variations in instrument bias by ablating under fixed conditions. Integrated signal profiles measured using laser pulses at 0.2 Hz combined with modelling of Pb/U fractionation suggest that the earliest Pb/U measurements (first 10 pulses) are affected by decreasing fractionation from a melt pool as it becomes increasingly depleted in Pb. This trend is opposed by deposition of depleted material as fallback, which dominates early signal loss. The fractionation sequence from the first 10 or so pulses is therefore chaotic. Ratios from the following 50 or so pulses show an approximately linear increase in fractionation. Normalized data from these pulses give trends with higher intercepts and lower slopes for standards with higher radiation damage during the same session. Fractionation and signal decay subsequently rise more slowly but remain linear, probably because fractionation is dominated by deposition in the deepening pit. An ablation fractionation model is proposed based on the drop in measured ZrO signal but this cannot be used to estimate accurate bias-free 206 Pb/ 238 U ratios because of the number of unconstrained parameters. The best approach for calibrating against an unknown is a direct comparison of all or part of the standard ratio profile with the sample profile after multiplication by a calibration factor. The factor that results in the best fit should represent a ratio of unbiased 206 Pb/ 238 U between standard and sample. Software is included to process and calibrate data. Data from Precambrian zircon with well-established 2",https://doi.org/10.5194/gchron-8-529-2026,Copernicus GmbH,journal,2026-09-14,Research & Academia,Global,"University of Toronto (Toronto, Canada)",,,,Research activity,Laser ablation interfaces,0.88,0.85,0.28,10.5194/gchron-8-529-2026,,,2026-09-18T13:29:36+00:00,2026-09-24T21:56:43+00:00,Crossref
Epigenetic modulation of tumor vasculature to augment immunotherapy,"SUMMARY Tumor blood vessels allow anti-tumor immune cells to enter the tumor microenvironment, but abnormalities in the endothelium impair immune cell entry and responses to immune checkpoint blockade (ICB). We found that genetic deletion of the epigenetic gene silencer DNA methyltransferase 1 (Dnmt1) in blood vessels primes the endothelium for cytokine stimulation, improving ICB responses. In our new work, targeting Dnmt1 in the endothelium in melanoma models with varying tumor mutation burden (TMB) results in notable regression of TMB high melanoma, increased CD4/CD8 memory T-cells, increased granzyme B+ effectors, and a reduction in lung-metastatic burden. In this R03 proposal, we aim to optimize and validate the use of vascular-tropic adenovirus to target Dnmt1 only in the lung microvasculature that could mitigate off-target effects of systemically delivered drugs targeting the epigenome. Our study aims to deepen our comprehension of how reprogramming tumor vasculature enhances anti-tumor immune responses, particularly when integrated with immunotherapy in the metastatic setting. Dr. Andrew Dudley, a Professor of Microbiology, Immunology, and Cancer Biology at UVA, leads the proposal. Dr. Dudley is the MPI on the T32 Cancer Biology Training Grant at UVA, a member of the UVA Comprehensive Cancer Center, and runs a research lab focused on tumor angiogenesis/tumor microenvironment. Dr. Craig Slingluff, a surgical oncologist with over 30 years of cancer immunology and immunotherapy experience at UVA, is also included. Dr. Slingluff’s research focuses on melanoma vaccine and combination immunotherapy development. A successful proposal will elucidate how vascular-directed therapies can augment the efficacy of immunotherapy against metastatic disease, pinpoint dose reduction strategies, and advance our comprehension of how aberrant tumor vasculature hinders anti-tumor immunity. Animal models are essential for this project because the proposed studies require investigat",https://reporter.nih.gov/project-details/1R03CA308458-01A1,NIH RePORTER,grant,2026-09-14,Environmental & Water,VA,UNIVERSITY OF VIRGINIA,,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
The role and spatiotemporal dynamics of TREM2+ macrophages in liver metastases of pancreatic ductal adenocarcinoma,"Project summary The goal of the proposed 5-year training and research plan for the Mentored Clinical Scientist Development Award is to support the transition of Dr. Liang-I Kang (PI) to an independent research career as a physician scientist. Dr. Kang has research background in liver biology and digestive system malignancies, with a focus on pancreatic ductal adenocarcinoma (PDAC). She is also a board-certified anatomic pathologist with subspecialty training in Hepatobiliary, Pancreatic, and Gastrointestinal Pathology. Dr. Kang’s long term goal is to lead an independently funded basic science and translational research program to study the tumor microenvironment (TME) in liver metastases. To achieve this goal, Dr. Kang proposes to gain new expertise in advanced tumor immunology and transcriptomics, through a combination of didactic training and a research project under the mentorship of Dr. David DeNardo, an expert on the TME in PDAC, and a committee of scientific advisors with expertise in pancreatic cancer, innate immunology, and genomics/bioinformatics. The research will be performed at Washington University School of Medicine, a leading institution in pancreatic cancer research, immunology, cancer genomics/transcriptomics, and physician scientist training. There is an unmet need for effective treatment strategies for metastatic PDAC, which has a 5-year survival rate of less than 5%. The liver is the most common solid organ site for PDAC metastasis and is associated with a worse prognosis. Better understanding of the liver TME may provide insight to candidate treatment targets. Our preliminary data show that, in mouse models of PDAC liver metastases and human PDAC liver metastases, there is an enrichment of metastasis-associated macrophages (MAMs) that express the TREM2 receptor and other immunosuppressive markers. Liver metastatic tumor burden is significantly decreased in mice when MAMs lack TREM2, suggesting a key role for TREM2-positive MAMs in liver metastas",https://reporter.nih.gov/project-details/1K08CA308780-01A1,NIH RePORTER,grant,2026-09-14,Environmental & Water,MO,WASHINGTON UNIVERSITY,,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-20T21:10:14+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Human Chemo-Nociceptor Signaling,"PROJECT SUMMARY Chronic pain is an enormous and urgent health burden in the United States on a growth trajectory. Safe and effective alternative pain medicines to replace dangerous, ineffective, or addictive current treatments (such as opioids) have shown unsatisfactory clinical translation from animal models. We have developed methods to recover viable peripheral nervous system including the pain and itch signaling neurons from the dorsal root ganglia (DRG) from human cadaveric organ donors. These gifted, viable tissues provide unique opportunities to obtain high-validity human preclinical data on the physiologic, molecular, genetic, and cell signaling mechanisms that contribute to chronic pain. Recently, we showed that human nociceptors exhibit important genetic differences compared to rodent models that can impact clinical outcomes. In this project, we will leverage human donor tissue recovery to facilitate target identification, drug discovery, and the development of novel medicines to treat pain and itch. In Aim 1 we generate the first protein expression atlas of the human DRG at cellular resolution which will provide a comprehensive guide for drug targets. This highly multiplexed catalog of protein expression is possible with our innovative approach of imaging mass cytometry. The results will test the hypothesis that gene expression alone does not accurately predict protein expression, and we expect the proteomic data will challenge the current RNA-based characterization of sensory neuron subtypes. Next, in Aim 2 we investigate the physiology and intracellular signaling of the human chemo-sensitive nociceptors, focusing on the human-specific MRGPRX class of transmembrane receptors thought to be critical for pruriception, nociception, and inflammation. These human-specific G-protein coupled receptors are not expressed in rodents, and their molecular signaling pathways and functional roles in pain and itch in native human nociceptors are unknown. In Aim 3 we exa",https://reporter.nih.gov/project-details/1RF1NS141359-01A1,NIH RePORTER,grant,2026-09-12,Clinical & Life Science,NY,NEW YORK UNIVERSITY,,,,Funding,ICP-TOF / mass cytometry,0.88,0.85,0.67,,,,2026-09-18T13:26:20+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
"Enrichment of rhenium, uranium and tantalum in jurassic coal from yili basin, xinjiang - evidence from mineralogy and geochemistry.","In this study, detailed geochemical and mineralogical investigations were conducted on the No.12 coal from the Early-Middle Jurassic in the Yili Basin. The results indicate the following: (a) The No.12 coal from the southern Yili Basin exhibits super-elevated enrichment (100 < concentration coefficient, CC) of Re(394.02ng/g), U(285.99 µg/g), and Ta(120.51 µg/g); high enrichment (10 < CC < 100) of Mo(29.11 µg/g), Se(28.51 µg/g) and Hf(12.54 µg/g); enrichment (5 < CC < 10) of Zn (7.86 µg/g)and Be (7.62 µg/g); slight enrichment (2 < CC < 5) of Cs (4.78 µg/g), Rb (4.75 µg/g), V (4.64 µg/g), Cr (4.51 µg/g), Co (4.01 µg/g), Ni (3.67 µg/g), W (3.65 µg/g), Pb (3.35 µg/g), Ge (2.96 µg/g), Cd (2.96 µg/g), F (2.70 µg/g), Cu(2.64 µg/g) Tl(2.53 µg/g), In(2.46 µg/g), Ga(2.41 µg/g), Sb(2.32 µg/g), Zr(2.31 µg/g), Sc(2.28 µg/g), and Th(2.18 µg/g); normal abundance (0.5 < CC < 2) of As(1.93 µg/g), Nb(1.75 µg/g), Li(1.42 µg/g), Hg(1.30 µg/g), Ba(1.12 µg/g), Sr(0.84 µg/g), and B(0.67 µg/g); and depletion(CC < 0.5) of Bi (0.40 µg/g). Excluding volatilization during combustion, U, Re, and Ta in the coal ash have certain resource potential to some extent. (b) The most common minerals in the No.12 coal are quartz, kaolinite, and pyrite. Additionally, some uncommon minerals, such as rutile, monazite, barite, clausthalite, ferroselite, pyrrhotite, coffinite, uraninite, sphalerite, and Fe-sulfate, were identified in the coal with super-elevated U content (especially when the U content exceeds 1000 µg/g). Among these minerals, clausthalite, ferroselite, and uraninite can control the enrichment of inorganic U and Se. (c) The enrichment of U-Re-Se-Mo-Ta-Hf in the No.12 coal is probably attributed to the infiltration of U-bearing oxidized solutions and the input of detritus containing critical metal elements from the sedimentary provenance.",https://doi.org/10.1038/s41598-026-57883-7,Europe PMC,journal,2026-09-11,Battery & Critical Minerals,Global,,,,,Research activity,General sample introduction,0.88,0.15,0.26,10.1038/s41598-026-57883-7,,,2026-09-18T13:26:26+00:00,2026-09-24T21:56:24+00:00,Europe PMC
Formyl peptide receptor-mediated inflammation and pulmonary fibrosis,"Summary: Neutrophils participate in our immune defense through several mechanisms upon recognizing danger. One main neutrophil pattern recognition receptor, formyl peptide receptor 1 (FPR1), recognizes N- formyl methionine peptides derived from bacteria or damaged tissue. FPR1 engagement is one of the early signals required for recruitment of neutrophils to target tissue, and subsequent activation and inflammation. Although beneficial from a host-pathogen perspective, exaggerated neutrophil activation has been linked to inflammation and autoimmunity, including rheumatoid arthritis (RA). Though primarily a disease of the joints, extra-articular manifestations are common, with interstitial lung disease (ILD) occurring in up to 10% of the patients with RA. RA-ILD is a leading cause of death in patients with RA, with progression occurring even on current treatment strategies. Thus, there is a clear need to improve outcomes in patients with RA-ILD. The aim of the present study is to explore the role of FPR1 in the RA-ILD pathogenesis, with a focus on neutrophil activation. The premise is that N-formyl methionine peptides will engage FPR1 on neutrophils resulting in local inflammation and organ damage. To investigate this, we have two main aims. The first aim will characterize the N-formyl methionine peptides in RA-ILD using liquid chromatography tandem mass spectrometry of immunoprecipitated peptides from plasma and sputum of patients with RA (n=100), RA-ILD (n=50) and healthy controls (n=50). Peptides, either immunoprecipitated, or synthesized, will be validated for functional capacity using FPR1 cell reporter assays as well as in-house neutrophil activation assays in presence of FPR1 antagonist, Cyclosporin H. The second aim investigated the role of FPR1 in neutrophil-driven inflammation in vivo using the collagen-induced arthritis (CIA) mouse model. In the first subaim, arthritis and lung fibrosis will be examined in mice with genetic deficiency of FPR1 (n=10 mice/gro",https://reporter.nih.gov/project-details/1R21AI196947-01A1,NIH RePORTER,grant,2026-09-11,General ICP-MS,WA,UNIVERSITY OF WASHINGTON,,,,Funding,Torches & injectors,0.88,0.45,0.67,,,,2026-09-18T13:26:20+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
A novel external calibration strategy using hollow short-tube hydroxyapatite ceramics for elemental quantitative imaging of human teeth by LA-ICP-MS,,https://doi.org/10.1007/s00216-026-06807-5,Springer Science and Business Media LLC,journal,2026-09-10,General ICP-MS,Global,,,,,Research activity,Torches & injectors,0.88,0.85,0.28,10.1007/s00216-026-06807-5,,,2026-09-18T13:27:57+00:00,2026-09-24T21:56:33+00:00,Crossref
Affinity-tunable Antibody Drug Conjugate (ADC) against High-Grade Serous Ovarian Cancer,"Project Summary/Abstract Platinum-resistant high-grade serous ovarian cancer (HGSOC) remains one of the most lethal gynecologic malignancies, causing over 13,000 deaths annually in the United States. Once platinum resistance develops, standard therapies including liposomal doxorubicin, paclitaxel, topotecan, gemcitabine, PARP inhibitors, and bevacizumab achieve response rates below 15% and median progression-free survival of only 3- 4 months. Median overall survival in this setting remains approximately 12-16 months, underscoring the urgent need for new therapeutic strategies. The recent approval of mirvetuximab soravtansine (Elahere®) validated antibody drug conjugates (ADCs) as a therapeutic class in ovarian cancer, but its benefit is limited to the ~35% of patients with high folate receptor á (FRá) expression, leaving the majority of women without an ADC option. MUC16, also known clinically as CA-125, is expressed in more than 80% of HGSOC and plays central roles in tumor progression, metastasis, and immune evasion. Earlier MUC16-directed ADCs such as sofituzumab vedotin and DMUC4064A showed only modest clinical activity. Their development was hampered by three recurring barriers including interference from soluble antigen (antigen sink), restricted tumor penetration due to perivascular binding in mucin-rich stroma, and dose-limiting toxicities. No MUC16-targeted therapy has yet been approved. Mabswitch Inc. is developing a novel class of ligand-inducible ADCs designed to overcome these limitations. In the OFF state, these constructs circulate with attenuated affinity that reduces binding to soluble antigen and normal mesothelia, enabling broad biodistribution and deeper tumor penetration. Upon administration of a short-acting ligand, the antibody switches into a high-avidity ON state, selectively binding and internalizing in MUC16-high tumor regions while sparing MUC16-low normal tissues below the density threshold. This strategy creates a pharmacologic “AND-gat",https://reporter.nih.gov/project-details/1R43CA314526-01,NIH RePORTER,grant,2026-09-10,Pharma & Biopharma,CA,"MABSWITCH, INC.",,,,Funding,General sample introduction,0.88,0.15,0.67,,,,2026-09-18T13:26:20+00:00,2026-09-24T21:56:23+00:00,NIH RePORTER
Defect-Engineered LiYO 2 Interlayers Enabling Fast Interfacial Li + Transport in All-Solid-State Batteries.,"All-solid-state batteries (ASSBs) are desirable for next-generation energy storage systems due to their high energy density and enhanced safety. However, chemical and electrochemical incompatibility between Ni-rich layered oxide cathodes and sulfide solid electrolytes, particularly Li 6 PS 5 Cl (LPSCl), limits practical applications. Direct contact between these components accelerates oxidative decomposition of LPSCl, forming resistive interphase products, sluggish interfacial Li + transport, and rapid capacity decay. Here, we propose defect-engineered LiYO 2 (LYO) coatings as chemically stable and conductive interlayers for Ni-rich cathodes. To improve the intrinsically limited Li + transport of LYO, aliovalent substitution is employed based on Li + defect chemistry. Zn 2+ -substituted LYO (LYZnO, Li 1.05 Y 0.95 Zn 0.05 O 2 ) and Zr 4+ -substituted LYO (LYZrO, Li 0.95 Y 0.95 Zr 0.05 O 2 ) are designed to introduce Li-excess and Li-vacancy defects, respectively. Importantly, both configurations successfully maintain the chemically robust Y-O polyhedral framework of LYO. When applied as nanoscale coatings on Ni-rich cathode particles, both LYZnO and LYZrO effectively suppress parasitic decomposition of LPSCl and improve Li + transport across the cathode-electrolyte interface. Li-vacancy-type LYZrO exhibits superior interfacial stabilization compared with Li-excess-type LYZnO, owing to more favorable vacancy-mediated Li + migration. These findings demonstrate that defect engineering of stable oxide coatings is an effective strategy to construct reliable and kinetically favorable cathode interfaces in ASSBs.",https://doi.org/10.1002/advs.77729,Europe PMC,journal,2026-09-10,Battery & Critical Minerals,Global,,,,,Research activity,Interface cones,0.88,0.15,0.26,10.1002/advs.77729,,,2026-09-18T13:26:10+00:00,2026-09-24T21:56:22+00:00,Europe PMC
